hcp_id,territory_id,access_snapshot_datetime,recent_formulary_change_30d,current_coverage_tier_overall,prior_auth_requirement,step_therapy_requirement,copay_status_median_usd,patient_mix_top3_summary,access_alert_severity,prior_auth_required_flag,step_therapy_required_flag,patient_copay_median_90d,access_change_14d_flag,access_policy_change_7d_flag,payer_contract_change_30d_flag,formulary_tier_score,payer_top1_share_pct,payer_top3_share_pct,access_friction_index,physician_id,product_id,insurance_plan,is_covered,tier_status,prior_auth_required,step_therapy_required,copay_amount,last_updated
HCP0182,US-CA-S,2026-01-20 10:01:33,PA removed,Tier 3,Required,Required,82.89,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,42.51,False,False,True,4,0.2615,0.9081,0.7543,HCP0182,PROD-006,UnitedHealthcare,True,Specialty,False,True,97.77,2026-01-20
HCP0183,US-TX-W,2026-01-20 10:01:33,No change,Specialty,Required,Not Required,116.18,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,True,True,149.66,False,True,False,4,0.3687,0.8233,0.8652,HCP0183,PROD-005,UnitedHealthcare,False,Tier 3,False,False,147.63,2026-01-20
HCP0184,US-PA-W,2026-01-20 10:01:33,Tier updated,Tier 1,Required,Not Required,43.98,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,False,103.19,True,False,False,4,0.2168,0.6377,0.8382,HCP0184,PROD-002,Humana,True,Tier 1,True,False,91.22,2026-01-20
HCP0185,US-NY-W,2026-01-20 10:01:33,No change,Tier 4,Conditional,Required,58.62,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,False,True,141.63,False,True,True,2,0.2097,0.9311,0.0988,HCP0185,PROD-007,Blue Cross,False,Tier 3,False,False,59.33,2026-01-20
HCP0186,US-CA-S,2026-01-20 10:01:33,PA added,Tier 3,Not Required,Required,55.43,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,True,39.31,False,False,False,2,0.5379,0.8998,0.3338,HCP0186,PROD-004,UnitedHealthcare,False,Tier 1,True,False,53.81,2026-01-20
HCP0187,US-CA-N,2026-01-20 10:01:33,No change,Tier 2,Not Required,Required,47.06,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,57.18,False,False,True,2,0.3291,0.639,0.5818,HCP0187,PROD-005,Humana,True,Specialty,True,True,23.07,2026-01-20
HCP0188,US-FL-S,2026-01-20 10:01:33,No change,Tier 3,Required,Not Required,84.6,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,False,24.51,False,True,False,2,0.377,0.6143,0.548,HCP0188,PROD-005,Blue Cross,False,Tier 2,True,True,132.52,2026-01-20
HCP0189,US-CA-S,2026-01-20 10:01:33,No change,Tier 2,Required,Required,51.55,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,False,False,68.03,True,False,True,4,0.4509,0.911,0.9791,HCP0189,PROD-005,UnitedHealthcare,False,Specialty,False,False,136.01,2026-01-20
HCP0190,US-NY-E,2026-01-20 10:01:33,PA added,Tier 3,Conditional,Not Required,20.79,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,130.39,True,True,True,4,0.4141,0.6367,0.8263,HCP0190,PROD-004,UnitedHealthcare,True,Specialty,False,True,74.43,2026-01-20
HCP0191,US-NY-W,2026-01-20 10:01:33,No change,Tier 4,Conditional,Not Required,19.05,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,True,False,88.26,True,False,False,2,0.2255,0.724,0.9547,HCP0191,PROD-005,Humana,False,Tier 1,False,False,108.59,2026-01-20
HCP0192,US-TX-E,2026-01-20 10:01:33,PA added,Tier 4,Required,Not Required,53.38,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,False,42.56,False,True,False,1,0.5884,0.6185,0.7545,HCP0192,PROD-002,Blue Cross,True,Specialty,True,True,44.83,2026-01-20
HCP0193,US-TX-W,2026-01-20 10:01:33,PA added,Tier 2,Required,Not Required,112.01,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,True,142.46,False,False,False,4,0.2554,0.7202,0.0959,HCP0193,PROD-006,Aetna,False,Tier 3,False,True,35.84,2026-01-20
HCP0194,US-FL-N,2026-01-20 10:01:33,No change,Tier 2,Required,Not Required,147.99,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,73.24,True,False,True,1,0.5928,0.6207,0.3731,HCP0194,PROD-003,Blue Cross,True,Tier 1,False,False,52.88,2026-01-20
HCP0195,US-PA-W,2026-01-20 10:01:33,PA removed,Tier 1,Required,Required,99.11,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,True,146.61,True,True,False,2,0.5566,0.8472,0.8797,HCP0195,PROD-003,Humana,True,Specialty,True,True,140.94,2026-01-20
HCP0196,US-NY-W,2026-01-20 10:01:33,Tier updated,Tier 3,Not Required,Required,58.87,"Commercial 45%, Medicare 35%, Medicaid 20%",Low,True,True,79.67,True,False,False,4,0.5136,0.9304,0.6687,HCP0196,PROD-002,UnitedHealthcare,True,Tier 3,True,True,144.45,2026-01-20
HCP0197,US-CA-S,2026-01-20 10:01:33,No change,Tier 2,Not Required,Required,60.16,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,True,True,102.89,False,False,True,3,0.3281,0.7568,0.198,HCP0197,PROD-007,Cigna,False,Specialty,True,False,13.34,2026-01-20
HCP0198,US-NY-W,2026-01-20 10:01:33,Tier updated,Tier 3,Conditional,Not Required,95.35,"Commercial 45%, Medicare 35%, Medicaid 20%",Medium,False,False,117.92,True,True,True,1,0.3228,0.8056,0.9003,HCP0198,PROD-003,UnitedHealthcare,True,Tier 1,True,False,63.89,2026-01-20
HCP0199,US-TX-E,2026-01-20 10:01:33,PA removed,Specialty,Required,Not Required,113.4,"Commercial 45%, Medicare 35%, Medicaid 20%",High,True,False,105.36,True,True,True,4,0.58,0.9123,0.7124,HCP0199,PROD-002,Aetna,False,Tier 2,True,True,139.09,2026-01-20
HCP0200,US-TX-E,2026-01-20 10:01:33,PA added,Tier 1,Not Required,Required,136.62,"Commercial 45%, Medicare 35%, Medicaid 20%",High,False,True,148.19,True,False,False,1,0.2624,0.8096,0.6218,HCP0200,PROD-005,Cigna,False,Tier 2,False,False,106.64,2026-01-20
